3569,0.025,0.01
9496,0.025,0.005
9380,0.025,0.01
5989,0.025,0.005
4518,0.025,0.01
7560,0.025,0.005
6139,0.025,0.01
3818,0.025,0.005
7805,0.025,0.01
9470,0.025,0.005
3957,0.025,0.01
3028,0.025,0.005
7649,0.025,0.01
6070,0.025,0.005
9043,0.025,0.01
6114,0.025,0.005
2850,0.025,0.01
9142,0.025,0.005
6480,0.025,0.01
3070,0.025,0.005
9049,0.025,0.01
3831,0.025,0.005
7529,0.025,0.01
5502,0.025,0.005
3614,0.025,0.01
5349,0.025,0.005
9626,0.025,0.01
12,0.025,0.005
